datetime,day of week,total,place,angbutter,plain bread,jam,americano,croissant,caffe latte,tiramisu croissant,cacao deep,pain au chocolat,almond croissant,croque monsieur,mad garlic,milk tea,gateau chocolat,pandoro,cheese cake,lemon ade,orange pound,wiener,vanila latte,berry ade,tiramisu,merinque cookies
2019-08-18 11:01,Sun,17300,후평 2동,1,,,,2,,,,1,,,,,,,,,,,,,,
2019-08-18 11:06,Sun,36900,효자 2동,3,,,,2,,,,,1,,,,,2,,,,,,,,
2019-08-18 11:09,Sun,26600,약사명동,2,,,,,,1,,1,,,,,,,,,1,1,,,,
2019-08-18 11:09,Sun,22800,후평 1동,1,,,,1,,,,1,1,,,,,1,,,,,,,,
2019-08-18 11:23,Sun,17800,후평 3동,1,,,1,,,,,,,,,,,,,,1,1,,,,
2019-08-18 11:27,Sun,14100,교동,2,,,,,,,,,,,,,,,,,,1,,,,
2019-08-18 12:04,Sun,20000,석사동,,,,,,,1,,,1,,,,,1,,,1,,,,,
2019-08-18 12:22,Sun,15000,후평 2동,,1,1,,,,,,1,,,,,,1,,,,,,,,
2019-08-18 12:24,Sun,16000,석사동,,,,,1,,,,1,1,,,,,,,,,1,,,,
2019-08-18 12:50,Sun,23800,교동,1,,,,,,1,,1,,,,,,1,,,1,,,,,
2019-08-18 13:06,Sun,14300,동면,1,,,,1,,,1,,,,,,,,,,,,,,,
2019-08-18 13:29,Sun,14800,효자 2동,1,,,,1,,,,,,,,,,1,,,,,,,,
2019-08-18 13:30,Sun,36100,후평 3동,2,,,1,2,,,,,,,,,,,,,,,3,,,
2019-08-18 14:39,Sun,23000,후평 3동,,1,,,,1,1,1,,,,,,,,,,1,,,,,
2019-08-18 12:40,Sun,16300,신사우동,1,,,,,1,,1,,,,,,,,,,,,,,,
2019-08-19 11:29,Mon,22800,동면,1,,,2,1,,,,,1,,,,,,,,,,,,,
2019-08-19 11:59,Mon,16800,석사동,1,1,,,,,,,,,,,,,,,,,1,,,,1
2019-08-19 12:08,Mon,21300,신사우동,1,,,,,,,,,1,,,,,1,,,1,,,,,
2019-08-19 12:10,Mon,19300,후평 2동,1,1,,,,,,,,,,,,,1,,,1,,,,,
2019-08-19 12:21,Mon,15800,후평 2동,1,1,1,,,,,1,,,,,,,1,,,1,,,,,
2019-08-19 12:34,Mon,23600,후평 3동,1,1,1,,,1,,,1,,,,,1,,,,,,,,,
2019-08-19 13:06,Mon,19300,동면,1,1,,,,,2,,,,,,,,,,,,,,,,
2019-08-19 13:24,Mon,14800,후평 1동,1,,,1,,,,1,,,,,,,,,,,,,,,
2019-08-19 13:53,Mon,24300,후평 1동,1,,,1,,,1,,,,,,1,,1,,,,,,,,
2019-08-19 14:16,Mon,23800,소양동,1,,,,,,1,,1,,,,,,1,,,1,,,,,
2019-08-19 14:20,Mon,15300,효자 3동,1,,,1,,,1,,,,,,,,,,,,,,,,
2019-08-19 15:14,Mon,15300,후평 3동,,1,1,,,,,,,1,,,,1,,,,,,,,,
2019-08-19 15:27,Mon,21600,신사우동,2,,,,,,2,,,,,,,,,,,,,,,,
2019-08-19 15:30,Mon,18800,근화동,1,,,,1,,,,,,,,,,,,,1,,,,,1
2019-08-21 11:02,Wed,19900,후평 3동,3,,,,1,,,,,,,,,,,,,,,,,,
2019-08-21 11:04,Wed,18800,소양동,1,,,1,1,,,,,,,,,,1,,,,,,,,
2019-08-21 11:07,Wed,15300,강남동,1,,,,,,,,1,,,,,,,,,,2,,,,
2019-08-21 11:28,Wed,54000,약사명동,5,3,,,1,,,,,,,,,,,,,,,,,,
2019-08-21 12:13,Wed,18300,후평 2동,1,,,,,,1,,,,,,,,,,,1,1,,,,
2019-08-21 12:19,Wed,16100,후평 3동,2,,,,,,,,,,,,,,1,,,,,,,,
2019-08-21 12:29,Wed,19300,후평 1동,1,,,,,,,,1,,,,,,1,,1,,,,,,
2019-08-21 12:51,Wed,17500,후평 3동,,1,,,1,1,,,,,,,,,,,,,,,,,1
2019-08-21 13:01,Wed,15800,퇴계동,1,,,1,,,,,,,,,,,,,,,2,,,,
2019-08-21 13:15,Wed,17000,후평 2동,,,,,2,,1,,1,,,,,,,,,,,,,,
2019-08-21 13:26,Wed,15600,동내면,1,,,,,,,,,,,,,1,,,1,,1,,,,
2019-08-21 13:43,Wed,21100,신사우동,2,,,1,,,,,,,,,1,,,,,,,,,,
2019-08-21 14:11,Wed,25000,후평 2동,,1,,,2,,,,1,1,,,,,,,,1,,,,,
2019-08-21 14:38,Wed,23000,동면,,1,,,,,,,,1,,,,,,,,1,,,1,,1
2019-08-22 11:48,Thur,14800,후평 3동,1,,,,1,1,,,,,,,,,,,,,,,,,
2019-08-22 12:08,Thur,23300,효자 2동,1,,,,1,,1,1,,1,,,,,,,,,,,,,
2019-08-22 12:12,Thur,15800,효자 2동,1,,,,,,1,,,,,,,,1,,,,,,,,
2019-08-22 12:55,Thur,16400,소양동,3,,,,,,,,,,,,,,,,,,,,,,
2019-08-22 13:07,Thur,26600,후평 3동,2,,,,1,,,,2,,,,,,,,,1,,,,,
2019-08-22 13:49,Thur,23400,후평 1동,3,,,,,,,,2,,,,,,,,,,,,,,
2019-08-22 14:17,Thur,20600,효자 2동,2,,,,,,,,,,,,,,1,,,,,,1,,
2019-08-22 14:35,Thur,15800,후평 1동,1,,,,,1,1,,,,,,,,,,,,,,,,
2019-08-22 15:24,Thur,26000,동면,,,,,1,,1,,,,,,,,1,,,1,1,,,,
2019-08-23 11:28,Fri,42200,동면,4,3,,,3,,,,,,,,,,,,,,,,,,
2019-08-23 11:53,Fri,57700,퇴계동,9,,,,,,,,1,,,,,,1,,,1,,,,,
2019-08-23 12:42,Fri,14100,효자 2동,1,,,,1,,,,,,,,,1,,,,,,,,,
2019-08-23 12:47,Fri,19800,효자 2동,1,,,1,,,,,,1,,,,,,,,1,,,,,
2019-08-23 15:32,Fri,22000,후평 3동,,,,,1,,,1,1,,,,1,,,,,,,1,,,
2019-08-24 11:06,Sat,16000,후평 1동,,,,,2,,,,2,,,,,,,,,,,,,,
2019-08-24 11:09,Sat,20100,후평 1동,1,,,,,,,,,,,,,1,,,,1,2,,,,
2019-08-24 11:13,Sat,25600,효자 2동,1,1,,,,,1,,,,,,,1,,,,,1,,1,,
2019-08-24 11:14,Sat,23100,동면,2,1,,,1,,1,,,,,,,,,,,,,,,,
2019-08-24 11:14,Sat,17300,후평 3동,1,1,,,1,,,,1,,,,,,,,,,,,,,
2019-08-24 11:18,Sat,24900,후평 3동,3,,,,1,,,,,,,,,,,,,,2,,,,
2019-08-24 11:19,Sat,17300,강남동,1,,,,3,,,,,,,,,,,,,,,,,,
2019-08-24 11:42,Sat,14300,후평 1동,1,,,1,1,,,,,,,,,,,,,,,,,,
2019-08-24 11:51,Sat,15600,후평 3동,2,,,,,,,1,,,,,,,,,,,,,,,
2019-08-24 11:55,Sat,20800,동면,,1,,,2,1,,,,,,,,1,,,,,,,,,
2019-08-24 12:28,Sat,15800,소양동,1,,,,,,,,,,,,,,1,,,1,,,,,
2019-08-24 12:56,Sat,23300,신사우동,1,2,,,,,,1,,1,,,,,,,,,,,,,
2019-08-24 13:07,Sat,14800,효자 3동,1,1,,,,1,,,,,,,,,,,,,,,,,
2019-08-24 14:13,Sat,15300,후평 2동,1,,,,,,,,,1,,,,,,,,,,,,,1
2019-08-25 11:02,Sun,16400,효자 2동,3,,,,,,,,,,,,,,,,,,,,,,
2019-08-25 11:04,Sun,15300,소양동,1,,,1,,,1,,,,,,,,,,,,,,,,
2019-08-25 11:06,Sun,17300,동면,1,,,,,,,,1,1,,,,,,,,,1,,,,
2019-08-25 11:18,Sun,15300,동면,1,1,,,,,,,,,,,,,,,,,2,,,,
2019-08-25 11:53,Sun,15300,소양동,1,1,1,,1,,,,,,,,,,,,,,,,,,
2019-08-25 12:02,Sun,15800,석사동,1,,,,,,1,,,,,,,,1,,,,,,,,
2019-08-25 12:05,Sun,22100,후평 1동,2,,,,,,,,3,,,,,,,,,,,,,,
2019-08-25 12:05,Sun,14100,후평 2동,2,,,,,,,,,,,,,,,,,,1,,,,
2019-08-25 12:23,Sun,25300,후평 3동,1,,,,1,1,,,1,,,,,,,,,,1,1,,,
2019-08-25 12:43,Sun,17400,신사우동,3,,,,,,,,,,,,,,,,,,,,,,
2019-08-25 12:48,Sun,15100,퇴계동,1,,,,,,1,,,,,,,1,,,,,,,,,
2019-08-25 13:13,Sun,15600,퇴계동,2,,,,,,,1,,,,,,,,,,,,,,,
2019-08-26 11:16,Mon,17800,효자 2동,1,,,1,,,,,,,,,,,1,,,,1,,,,
2019-08-26 11:17,Mon,19900,동면,3,1,,,,,,,,,,,,,,,,,,,,,
2019-08-26 11:30,Mon,18000,동면,,,,,1,,,1,1,,,,,,,,,,2,,,,
2019-08-26 11:49,Mon,15500,동면,,,,,,,2,,,,,,,,1,,,,,,,,
2019-08-26 12:05,Mon,14800,동면,1,,,,1,,1,,,,,,,,,,,,,,,,
2019-08-26 14:25,Mon,15300,효자 2동,1,,,,,,,1,,,,,,,1,,,,,,,,
2019-08-26 15:48,Mon,21600,신사우동,2,,,,,,2,,,,,,,,,,,,,,,,
2019-08-26 16:06,Mon,14000,후평 2동,,,,1,,,,2,,,,,,,,,,,,,,,
2019-08-26 16:11,Mon,22800,후평 3동,1,,,,,,1,,,1,,,,,,,,1,1,,,,
2019-08-28 11:19,Wed,16300,석사동,1,1,,,1,,,,,,,,,,,,,,1,,,,
2019-08-28 11:30,Wed,34100,후평 3동,2,,,,,,2,,,,,,3,,,,,,,,,,
2019-08-28 12:20,Wed,30400,강남동,3,,,,2,,,,2,,,,,,,,,,,,,,
2019-08-28 12:24,Wed,18000,후평 3동,,,,,,,1,,,,,,1,,1,,,,1,,,,
2019-08-28 12:46,Wed,18600,효자 1동,2,,,,2,,,,,,,,,,,,,,,,,,
2019-08-28 13:42,Wed,14800,석사동,1,,,,,,,,1,,,,,,1,,,,,,,,
2019-08-28 13:57,Wed,33400,후평 2동,3,,,2,,1,,,,1,,,,,,,,,,,,,
2019-08-28 14:05,Wed,19300,후평 3동,1,1,,,,1,,,,,,,,,1,,,,,,,,
2019-08-29 11:04,Thur,22300,조운동,1,2,,,,,,,1,,,,,,,,,,2,,,,
2019-08-29 12:25,Thur,18300,후평 3동,1,,,,2,,,,,,,,1,,,,,,,,,,
2019-08-29 12:35,Thur,16100,동면,2,,,,,,,,,1,,,,,,,,,,,,,
2019-08-29 13:12,Thur,24000,후평 1동,,,,1,,,,,,,,,,,,,,,,2,2,,
2019-08-29 13:28,Thur,53800,후평 1동,6,2,,2,1,,,,,1,,,,,,,,,,,,,
2019-08-29 14:01,Thur,30800,효자 1동,6,,,,,,,,,,,,,,,,,,,,,,
2019-08-29 14:31,Thur,15500,신사우동,,,,,1,1,,,,,,,,,,,,1,,,,,
2019-08-29 15:08,Thur,15000,후평 1동,,,,,1,,,,,,,,,,,,,,2,1,,,
2019-08-29 16:15,Thur,19000,후평 2동,,1,1,,,,,,1,,,,,,,,,1,,,,,1
2019-08-29 16:45,Thur,24300,효자 2동,1,,,,,,1,1,,1,,,,,1,,,,,,,,
2019-08-29 16:46,Thur,15100,교동,1,,,,,,,,,,,,,1,1,,,,,,,,
2019-08-30 11:10,Fri,16400,약사명동,3,,,,,,,,,,,,,,,,,,,,,,
2019-08-30 11:16,Fri,14800,동면,1,1,,,,,,,,,,,,,,,,,,1,,,
2019-08-30 11:18,Fri,39300,후평 1동,6,,,1,,,,,,,,,,,,,,1,,,,,
2019-08-30 11:36,Fri,20600,후평 2동,2,,,,,,,,,,,,,,,,,2,,,,,
2019-08-30 13:10,Fri,14300,후평 1동,1,,,1,1,,,,,,,,,,,,,,,,,,
2019-08-30 14:13,Fri,16000,동면,,,,,1,,,,1,,,,,,1,,,,1,,,,
2019-08-30 14:30,Fri,21200,동면,4,,,,,,,,,,,,,,,,,,,,,,
2019-08-30 15:00,Fri,23100,후평 1동,2,,,,,,,,2,,,,,,,,,1,,,,,
2019-08-30 15:05,Fri,28800,동면,1,1,1,,,,,,1,,,,,,,,,,,1,,,
2019-08-30 15:25,Fri,28300,후평 1동,1,,,2,,2,,,,,,,,,,,1,,,,,,
2019-08-30 15:39,Fri,15500,동면,,,,,,,2,,,1,,,,,,,,,,,,,
2019-08-30 16:18,Fri,18800,동면,1,1,,1,,,1,,,,,,,,,,,,,,,,
2019-08-31 11:15,Sat,18600,효자 2동,1,,,,,,1,,1,,,,,1,,,,,,,,,
2019-08-31 11:20,Sat,16300,퇴계동,1,,,,1,,,,1,,,,,,,,,,1,,,,
2019-08-31 11:37,Sat,14800,후평 3동,1,1,,,,,1,,,,,,,,,,,,,,,,
2019-08-31 12:31,Sat,16300,퇴계동,1,,,,1,,,,1,,,,,,,,,,1,,,,
2019-08-31 12:34,Sat,14800,후평 1동,1,,,,,,1,,1,,,,,,,,,,,,,,
2019-08-31 13:16,Sat,16000,동면,,4,,,,,,,,,,,,,,,,,,,,,
2019-08-31 14:50,Sat,16100,후평 3동,2,,,,,,,,,,,,1,,,,,,,,,,
2019-08-31 15:27,Sat,14100,동내면,2,,,,,1,,,,,,,,,,,,,,,,,
2019-09-01 11:05,Sun,23300,후평 2동,1,,,,,,,1,1,1,,,,,1,,,,,,,,
2019-09-01 11:22,Sun,14800,동면,1,,,,,,,,1,,,,,,,,,1,,,,,
2019-09-01 11:40,Sun,22100,후평 2동,2,1,,,1,,,,1,,,,,,,,,,,,,,
2019-09-01 12:04,Sun,19600,효자 3동,2,,,,,1,,,1,,,,,,,,,,,,,,
2019-09-01 12:07,Sun,16600,석사동,2,1,1,,,,,,,,,,,,,,,,,,,,
2019-09-01 12:25,Sun,22900,효자 1동,2,1,,,,,,1,,,,,,1,,,,,,,,,
2019-09-01 12:39,Sun,28300,후평 3동,1,1,,,,,,1,1,,,,,,,,,2,,,,,
2019-09-01 13:56,Sun,14800,석사동,,,,,,,1,,,,,,,1,,,,1,,,,,
2019-09-01 14:05,Sun,33100,석사동,1,,,2,1,,,1,2,,,,,1,,,,,,,,,
2019-09-01 14:35,Sun,14800,효자 3동,1,,,,1,,,,,,,,,,1,,,,,,,,
2019-09-01 14:43,Sun,15800,효자 2동,1,,,,,,,,,1,,,,,,,,,,1,,,
2019-09-01 15:04,Sun,16100,소양동,2,,,,,,,,,,,,,,,,,1,,,,,
2019-09-02 12:12,Mon,31400,근화동,3,,,,1,,,,,,,,,,1,,,1,1,,,,
2019-09-02 14:17,Mon,20300,후평 3동,1,,,,,,1,,,,,,,,,,,,,1,1,,
2019-09-02 14:30,Mon,24300,동면,1,,,,,,,1,,2,,,,,1,,,,,,,,
2019-09-02 15:13,Mon,23500,동면,,,,,1,,2,,,1,,,,,2,,,,1,1,,,
2019-09-02 15:16,Mon,18300,후평 1동,1,,,,,,,,,,,,,,,,,,,,,,
2019-09-02 15:24,Mon,15000,후평 3동,,,,,,,,1,,1,,,,,1,,,,,,,,
2019-09-04 11:49,Wed,23000,후평 3동,,,,1,,1,1,,1,,,,,,,,,1,,,,,
2019-09-04 12:04,Wed,14800,후평 1동,1,,,1,,,,1,,,,,,,,,,,,,,,
2019-09-04 12:06,Wed,18600,후평 2동,1,,,,1,,1,,,,,,,1,,,,,,,,,
2019-09-04 12:31,Wed,18600,후평 3동,1,,,,1,,,,,,,,1,1,,,,,,,,,
2019-09-04 12:58,Wed,17000,동면,,1,,,1,,,,1,,,,,,1,,,,,,,,
2019-09-04 13:19,Wed,19300,후평 1동,1,,,,1,,,,,,,,,,,,,,2,,,,1
2019-09-04 13:31,Wed,15300,효자 2동,1,,,1,,,1,,,,,,,,,,,,,,,,
2019-09-04 13:42,Wed,27700,근화동,3,,,,,,,1,1,,,,,1,,,,,,,,,
2019-09-04 13:53,Wed,22800,후평 3동,1,1,1,,1,,,1,1,,,,,,,,,,,,,,
2019-09-04 14:52,Wed,25600,효자 2동,,,,,2,,1,,,,,,,2,,,,1,,,,,
2019-09-04 14:54,Wed,14800,효자 2동,1,1,,,,,1,,,,,,,,,,,,,,,,
2019-09-04 15:26,Wed,41100,조운동,2,2,2,2,,,,,2,,,,1,,,,,,,,,,
2019-09-04 16:28,Wed,18600,동면,2,,,,2,,,,,,,,,,,,,,,,,,
2019-09-05 11:15,Thur,27700,동면,4,,,,,,,1,,,,,,,,,,,1,,,,
2019-09-05 11:27,Thur,21800,효자 1동,1,2,,,1,,,,,,,,,,,,,1,,,,,
2019-09-05 11:47,Thur,15100,강남동,2,1,,,,,,,,,,,,,,,,,,,,,
2019-09-05 12:12,Thur,19600,후평 2동,1,,,,,,,,,,,,,1,,,,1,,1,,,
2019-09-05 12:21,Thur,16400,교동,3,,,,,,,,,,,,,,,,,,,,,,
2019-09-05 12:24,Thur,17600,석사동,2,,,,,,,,1,,,,,,,,,,1,,,,
2019-09-05 13:30,Thur,15600,퇴계동,2,,,1,,,,,,,,,,,,,,,,,,,
2019-09-05 13:49,Thur,20900,신사우동,2,,,,,,1,,,,,,,1,,,,,,,,,
2019-09-05 14:30,Thur,29200,신사우동,4,1,,,,,,,1,,,,,,,,,,,,,,
2019-09-05 14:46,Thur,18800,동면,1,1,,,,,1,1,,,,,,,,,,,,,,,
2019-09-05 15:39,Thur,16100,석사동,2,,,,,,,,,,,,1,,,,,,,,,,
2019-09-05 15:46,Thur,14800,후평 2동,1,,,,,,1,,1,,,,,,,,,,,,,,
2019-09-05 15:50,Thur,14100,소양동,2,,,,,,,,,,,,,,,,,,1,,,,
2019-09-06 11:14,Fri,16300,강남동,1,,,,2,,,,,,,,,,,,,,1,,,,
2019-09-06 11:30,Fri,14800,후평 2동,1,,,,,,1,,1,,,,,,,,,,,,,,
2019-09-06 12:09,Fri,15300,후평 2동,1,1,1,,,,,,1,,,,,,,,,,,,,,
2019-09-06 13:46,Fri,19800,동면,1,,,,,,1,1,,,,,,,1,,,,,,,,
2019-09-06 15:06,Fri,15800,동면,4,,,,,,,,,,,,,1,,,,,,,,,
2019-09-06 16:29,Fri,39700,소양동,2,,,,2,,,,,2,,,,2,,,,1,,,,,
2019-09-07 11:06,Sat,18600,석사동,,,,,,,,,,,,,,2,,,,2,,,,,
2019-09-07 11:10,Sat,23600,후평 3동,2,,,1,1,,,,,,,,,,,,,,,1,,,
2019-09-07 11:15,Sat,19800,후평 3동,1,2,1,,,,1,,,,,,,,,,,,,,,,
2019-09-07 11:18,Sat,14100,동내면,2,,,,,,,,,,,,,,,,,1,,,,,
2019-09-07 11:40,Sat,14800,동면,1,,,,1,,1,,,,,,,,,,,,,,,,
2019-09-07 11:42,Sat,18800,후평 1동,1,,,,1,,,1,,,,,,,1,,,,,,,,
2019-09-07 11:47,Sat,22500,후평 2동,,1,,,1,,2,,,1,,,,,,,,,,,,,
2019-09-07 11:57,Sat,22800,석사동,,,,2,,,,,,2,,,,1,,,,,,,,,
2019-09-07 12:00,Sat,15300,석사동,1,,,,,,,1,,,,,,,,,,1,,,,,
2019-09-07 12:05,Sat,18600,후평 3동,1,1,,,,,,,,,,,,1,1,,,,,,,,
2019-09-07 12:39,Sat,15100,효자 3동,2,1,,,,,,,,,,,,,,,,,,,,,
2019-09-07 15:22,Sat,26300,후평 2동,,2,3,,,,,,,,,,1,1,,,,1,,,,,
2019-09-07 16:12,Sat,27500,후평 1동,3,1,,,,,,,,,,,,2,,,,,,,,,
2019-09-07 16:23,Sat,27400,후평 2동,3,1,,,1,,,,,,,,,,,,,,,,,,1
2019-09-08 11:08,Sun,25100,후평 3동,2,,,,,,,,,1,,,,,,,,,,2,,,
2019-09-08 11:27,Sun,14800,효자 3동,1,,,,,,1,,1,,,,,,,,,,,,,,
2019-09-08 11:37,Sun,26000,후평 2동,,1,,,2,,1,,,,,,1,,,,1,,,,,,
2019-09-08 11:56,Sun,16400,퇴계동,3,,,,,,,,,,,,,,,,,,,,,,
2019-09-09 11:12,Mon,23100,소양동,1,,,,1,,1,,,,,,,1,1,,,,,,,,
2019-09-09 12:04,Mon,22600,동면,2,1,,,,,,1,1,,,,,,,,,,,,,,
2019-09-09 13:01,Mon,14800,후평 3동,1,,,,1,,,,,,,,,,1,,,,,,,,
2019-09-09 13:12,Mon,14800,석사동,1,1,,,,1,,,,,,,,,,,,,,,,,
2019-09-09 13:23,Mon,21000,신사우동,,1,1,1,,,1,,,,,,1,,,,,,,,,,
2019-09-09 14:17,Mon,18800,신사우동,1,1,,1,,,,,1,,,,,,,,,,,,,,
2019-09-09 14:44,Mon,15100,근화동,2,,,,,,,,1,,,,,,,,,,,,,,
2019-09-09 14:49,Mon,24100,후평 3동,3,,,,,,,1,,,,,,,,,,,,,,,
2019-09-09 15:42,Mon,21800,동면,1,1,,,2,,,,,,,,,,1,,,,,,,,
2019-09-09 15:42,Mon,20400,후평 3동,3,,,,,,,1,,,,,,,,,,,,,,,
2019-09-09 16:01,Mon,18600,강남동,2,,,,2,,,,,,,,,,,,,,,,,,
2019-09-11 11:13,Wed,42300,퇴계동,6,,,,,,1,,,,,,,,1,,,,1,,,,
2019-09-11 11:25,Wed,15600,동면,2,,,,,,,1,,,,,,,,,,,,,,,
2019-09-11 13:06,Wed,14300,후평 1동,1,,,1,,,,,1,,,,,,,,,,,,,,
2019-09-11 13:08,Wed,24400,조운동,3,1,,,,1,,,,,,,,,,,,,,,,,
2019-09-11 13:21,Wed,33400,신사우동,3,,,,1,,,2,,,,,,,,,,1,,,,,
2019-09-11 14:22,Wed,15300,후평 3동,1,,,1,,,,,,,,,,,,,,1,,,,,
2019-09-11 14:48,Wed,16300,소양동,1,,,,1,,,,1,,,,,,,,,,1,,,,
2019-09-11 14:57,Wed,24600,후평 2동,1,1,1,,,,,,,,,,1,1,,,,1,,,,,
2019-09-11 15:28,Wed,16400,동면,3,,,,,,,,,,,,,,,,,,,,,,
2019-09-11 15:30,Wed,15100,동면,1,,,,,,1,,,,,,,1,,,,,,,,,
2019-09-12 11:13,Thur,15000,효자 2동,,,,,,,,1,,1,,,,,,,,,,1,,,
2019-09-12 11:16,Thur,15800,후평 2동,1,,,1,,,,,,,,,,,,,,,2,,,,
2019-09-12 12:01,Thur,19800,후평 2동,1,1,1,1,,,,1,,,,,,,,,,,,,,,
2019-09-12 12:26,Thur,16400,퇴계동,3,,,,,,,,,,,,,,,,,,,,,,
2019-09-12 12:40,Thur,23300,후평 1동,1,,,2,,,1,1,,,,,,,,,,,,,,,
2019-09-12 12:00,Thur,14300,후평 1동,1,,,,1,,,1,,,,,,,,,,,,,,,
2019-09-12 12:45,Thur,22100,후평 2동,2,,,,1,,,,2,,,,,,,,,,,,,,
2019-09-12 13:25,Thur,15100,후평 3동,2,,,,1,,,,,,,,,,,,,,,,,,
2019-09-12 13:43,Thur,15800,후평 1동,1,,,,,,,1,,,,,,,,,,,2,,,,
2019-09-12 13:51,Thur,27600,효자 2동,2,1,,,1,,1,,,,,,,,,,,1,,,,,
2019-09-14 11:07,Sat,22800,동면,1,,,,1,,,,1,1,,,,,1,,,,,,,,
2019-09-14 11:15,Sat,19500,동면,,,,,3,,,,,,,,,,1,,,,1,,,,
2019-09-14 11:18,Sat,22300,효자 2동,,1,,,,,1,1,,,,,,1,,,,1,,,,,
2019-09-14 11:35,Sat,25400,후평 3동,3,,,,,,2,,,,,,,,,,,,,,,,
2019-09-14 11:41,Sat,15100,후평 3동,2,,,,1,,,,,,,,,,,,,,,,,,
2019-09-14 12:06,Sat,19300,효자 2동,1,,,1,,,,1,,,,,,,,,,,,1,,,
2019-09-14 12:17,Sat,26300,후평 2동,1,,,,,,1,,1,,,,,,1,,,1,1,,,,
2019-09-15 11:07,Sun,32200,퇴계동,4,2,,,,,,1,,,,,,,,,,,,,,,
2019-09-15 11:33,Sun,24600,신사우동,2,1,,,,,1,,,,,,,,,,,,,,,,1
2019-09-15 11:36,Sun,17000,약사명동,,1,,,,,,,2,,,,,,1,,,,,,,,
2019-09-15 11:57,Sun,16000,후평 1동,,1,,,1,,,,2,,,,,,,,,,,,,,
2019-09-15 12:06,Sun,15800,후평 2동,1,,,,,,,,,,,,,,1,,,1,,,,,
2019-09-15 12:13,Sun,32600,후평 1동,2,,,,2,,1,,,,,,,,,,,1,2,,,,
2019-09-15 13:08,Sun,16100,동면,2,,,,,,,,,,,,,,,,,1,,,,,
2019-09-15 13:34,Sun,24400,석사동,3,,,,1,1,,,,,,,,,,,,,,,,,
2019-09-15 13:38,Sun,25300,신사우동,1,1,,,,,,,,1,,,1,,,,,,2,,,,
2019-09-15 13:38,Sun,16300,동면,1,,,,2,,,,,,,,,,,,,,1,,,,
2019-09-15 14:54,Sun,15100,효자 3동,1,,,,,,1,,,,,,,1,,,,,,,,,
2019-09-15 15:28,Sun,57900,동면,2,,,,2,,2,,,,,,2,1,1,,,1,,,1,,1
2019-09-18 11:26,Wed,19800,퇴계동,1,,,,,,1,,1,,,,,,,,,,2,,,,
2019-09-18 11:32,Wed,16500,후평 3동,,1,,1,,1,,,,,,,,,,,,,1,,,,
2019-09-18 12:42,Wed,17500,소양동,,,,,,,,1,2,,,,,,,,,1,,,,,
2019-09-18 14:10,Wed,15300,후평 1동,1,,,,,,,,,,,,,,1,,,,,,,,1
2019-09-18 14:37,Wed,14300,동면,1,,,,,,,1,1,,,,,,,,,,,,,,
2019-09-18 14:44,Wed,15300,후평 1동,1,,,,,,,,,,,,,,1,,,,,,,,1
2019-09-18 15:24,Wed,17000,동면,,,,,1,,,,2,,,,1,,,,,,,,,,
2019-09-18 16:42,Wed,15500,신사우동,,,,1,,,1,1,,,,,,,,,,,,,,,
2019-09-18 11:26,Wed,19600,후평 3동,2,,,,,,,2,,,,,,,,,,,,,,,
2019-09-19 12:23,Thur,20000,석사동,,,,,,,2,,,1,,,,,,,,1,,,,,
2019-09-19 12:47,Thur,15300,후평 2동,1,,,,,,1,1,,,,,,,,,,,,,,,
2019-09-19 13:24,Thur,15300,후평 3동,1,,,1,,,,,,,,,,,,,,1,,,,,
2019-09-19 13:50,Thur,20900,석사동,3,,,,,,,,,,,,1,,,,,,,,,,
2019-09-19 14:07,Thur,23300,퇴계동,1,,,3,,,,,,,,,,,1,,,,,,,,
2019-09-19 14:15,Thur,71800,동면,11,,,,,,2,2,,,,,,,,,,,,,,,
2019-09-19 15:34,Thur,15000,후평 1동,,1,,,,,,,,,,,,,,,,,2,1,,,
2019-09-19 15:53,Thur,23100,동면,2,1,,,,,1,,1,,,,,,,,,,,,,,
2019-09-19 16:04,Thur,15600,강남동,2,,,1,,,,,,,,,,,,,,,,,,,
2019-09-19 16:17,Thur,30500,동면,,1,,1,,1,,,,,,,1,,,,,,,,1,,
2019-09-19 16:27,Thur,34600,석사동,2,1,,,2,,,1,1,,,,,,,,,1,,,,,1
2019-09-19 16:33,Thur,16000,동면,,,1,,,,,,1,1,,,,,1,,,,,,,,
2019-09-20 11:06,Fri,39700,퇴계동,4,,,,2,,,,2,,,,,,1,,,,,,,,
2019-09-20 11:32,Fri,16400,효자 2동,3,,,,,,,,,,,,,,,,,,,,,,
2019-09-20 11:48,Fri,19300,소양동,1,1,,,,,2,,,,,,,,,,,,,,,,
2019-09-20 12:53,Fri,21000,후평 2동,,2,2,,,,1,,,,,,,,,,,,,1,,,
2019-09-20 12:59,Fri,15100,효자 3동,1,,,,,,1,,,,,,,1,,,,,,,,,
2019-09-20 13:28,Fri,14800,후평 1동,1,,,,1,,1,,,,,,,,,,,,,,,,
2019-09-20 13:44,Fri,40400,후평 1동,8,,,,,,,,,,,,,,,,,,,,,,
2019-09-20 14:58,Fri,18300,후평 1동,1,1,,,1,1,,,,,,,,,,,,,,,,,
2019-09-20 16:08,Fri,18000,소양동,,,,,,,1,,,,,,,,,,,2,1,,,,
2019-09-21 11:06,Sat,17800,후평 2동,1,,,,,,,1,,1,,,,,,,,,1,,,,
